,title,label
740,"Efforts to Curb Police Abuses Have Mixed Record, and Uncertain Future - The New York Times",0
741,Did This Just Signal A Major Bottom In Gold & Silver?,1
742,"Hey Ho, It’s Old: England Embraces Punk Rock 40 Years Later - The New York Times",0
743,"Canoes Reek of Genocide, Theft and White Privilege, Says Canadian Professor",1
744,Illegal Immigrant Advocates Pledge to Resist Deportation Under Trump,1
745,CDC Scientist Confirms Donald Trump is Right About Vaccines and Autism,1
746,Breitbart News Daily: Draining the Swamp - Breitbart,0
747,Trump: The Media’s Frankenstein Monster,1
748,Watch: Tony Romo Says Goodbye to Dallas Cowboys in Instagram Video - Breitbart,0
749,Globalism: A Far-Right Conspiracy Theory Buoyed by Trump - The New York Times,0
750,Georgia Father Is Convicted of Murder in Toddler’s Death in Hot Car - The New York Times,0
751,Richard Bolles Dies at 90 Wrote ‘What Color Is Your Parachute?’ - The New York Times,0
752,Stranahan: Steve Bannon Nailed It on the Media’s Fight Against Trump - Breitbart,0
753,Texas Elector Expects Massive Corruption Related to the Electoral College Vote,1
754,Not Guilty: The Power of Nullification to Counteract Government Tyranny,1
755,More Than 1/4 Trillion In New Debt In 30 Days,1
756,Tory Councillor Say Homeless People Should Be ‘Eliminated’,1
757,"Review: In ‘Hillbilly Elegy,’ a Tough Love Analysis of the Poor Who Back Trump - The New York Times",0
758,Criminal-in-chief?,1
759,"All Governments Lie, The Movie",1
760,"Trump and Brexit Defeat Globalism, for Now Anyway",1
761,"Facing Congress, Some Sports Officials (Not All) Begin to Confront Sexual Abuse - The New York Times",0
762,Airbnb Ends Fight With New York City Over Fines - The New York Times,0
763,Big Pharma’s Martin Shkreli Suspended From Twitter - Breitbart,0
764,"Next Big Tech Corridor? Between Seattle and Vancouver, Planners Hope - The New York Times",0
765,Evidence That Robots Are Winning the Race for American Jobs - The New York Times,0
766,Hillary Clinton’s “Sudden Move” Of $1.8 Billion To Qatar Central Bank Stuns Financial World,1
767,Seeing Africa by Road - The New York Times,0
768,What happens when Hip-Hop Hillary goes for dead-broke? Brace yourselves.,1
769,Bill Maher Isn’t High on Trump: The State of Free Speech in a New Era - The New York Times,0
770,The L.P.G.A. Tour and Donald Trump: It’s Complicated - The New York Times,0
771,"Legend Art Cashin On A Trump Presidency, The New World Order, Gold, Brexit, The Great Depression And Why We Will See Panic",1
772,FL Sheriff: ’Not a Day Goes By That We All Don’t Arrest A Lot of Illegal Aliens’ Who Are ’Preying’ on People - Breitbart,0
773,Donald Trump Threatens to Cancel Berkeley Federal Funds After Riots Shut Down Milo Event,0
774,Концепция записка российского председательства,1
775,"Bill Herz, Last of ‘War of the Worlds’ Broadcast Crew, Dies at 99 - The New York Times",0
776,Gary Johnson Equates Syria Deaths Caused by Assad and West - The New York Times,0
777,Republican Senators Bill to Defund UN Over Anti-Israel Resolution,0
778,,1
779,"Rose Evansky, a Pioneer in Women’s Hairstyling, Dies at 94 - The New York Times",0
780,,1
781,"Blackstone, Saudi Arabia Announce $40 Billion Investment in U.S. Infrastructure - Breitbart",0
782,Saturated Fat and Heart Disease: “The Greatest Scam in the History of Medicine”,1
783,Dem Sen Merkley: Gorsuch Nomination A ’Court-Packing Scheme’ - He Should Have Turned Down Nomination - Breitbart,0
784,Four Common Mistakes When Burning Wood,1
785,Push for Internet Privacy Rules Moves to Statehouses - The New York Times,0
786,,1
787,Madonna Gave a Surprise Pop-Up Concert to Support Clinton. We Were There. - The New York Times,0
788,Women won't earn the same as men for another two centuries - report,1
789,Trump Supporter Plans Anti-Trump Rally over Lack of Tax Reform,0
790,British Healthcare Offers a Glimpse into the Future of Obamacare,1
791,,1
792,Trump to Iranian President Rouhani: ’Better Be Careful’ - Breitbart,0
793,BREAKING: Sec of Defense Carter Attempting to Fool the American Public About Veterans! Caught Red-Handed!,1
794,Putin’s Adviser Takes Credit For Trump Victory: ‘Maybe We Helped A Bit With Wikileaks’,1
795,Warren Buffett Stake Suggests Apple Is All Grown Up - The New York Times,0
796,Re: The FBI's Clinton Email Investigation Has Shifted Poll Numbers Significantly In Trump’s Favor,1
797,Hillary Horrified As 2 Pics Surfaced Overnight That She Didn’t Want Out,1
798,"Paul LePage, the Governor of Maine, Now Says He’s Not Quitting - The New York Times",0
799,Colorado Radio Station’s Paul Martin Interviews Dave Hodges on Election Fraud and Standing Rock,1
800,Bill Clinton Wants to be Called Something Completely Ridiculous if Hillary is Elected,1
801,"After Her Son’s Death, Sally Mann Stages a Haunting Show - The New York Times",0
802,Trump Team’s Links to Russia Crisscross in Washington - The New York Times,0
803,North Korean Is Arrested in Killing of Kim Jong-un’s Half Brother - The New York Times,0
804,SURGEONS ADMIT THAT MAMMOGRAPHY IS OUTDATED AND HARMFUL TO WOMEN,1
805,Le terrorisme régional protège Israël,1
806,WAR ON THE STREETS OF PARIS: Armed migrants fight running battles in the French capital,1
807,Oscar Voter: Meryl Streep Only Nominated for Anti-Trump Speech,0
808,Texas Enacts ’Anti-Sharia’ Law,0
809,Chicago Police Board Chair: Windy City Needs Federal Help to Turn Tide on Crime - Breitbart,0
810,Looking Beyond November 8th - A Song of Oligarchy and Doom,1
811,"Hillary cancels public appearance due to a large crowd of people chanting ""Lock Her Up!""",1
812,Schools All Over America Are Closing On Election Day Due To Fears Of Violence,1
813,Neil Young Celebrates His 71st Birthday By Performing At Standing Rock,1
814,"Exclusive — Amid Paul Ryan’s Obamacare 2.0 Push, Mississippi’s Chris McDaniel Preps for Potential 2018 Senate Run - Breitbart",0
815,BOOM: Short List of People More Inspiring Than Michelle Obama,1
816,‘More Artists Are Going to Boycott’: The Grammys Face Fallout After Fraught Awards - The New York Times,0
817,"VIDEO: Idiot Destroys Trump’s Hollywood Star, Gets BAD NEWS Seconds Later",1
818,"“He Won Because The Elites WANT HIM There, The Global Economy WILL Collapse”",1
819,4 Best Health Benefits of Sweating,1
820,Senate Confirms Scott Pruitt as E.P.A. Head - The New York Times,0
821,"Crickets, Snakes, Crabs: A Mix of Fact and Fraud in New York’s Subway - The New York Times",0
822,Sessions’s Potential Deputy Faces a Stern Test on Russia Inquiries - The New York Times,0
823,‘Suicide Squad’ Tops Box Office for Second Weekend - The New York Times,0
824,Health Insurers Plan Rate Hikes for Obamacare Exchanges - Breitbart,0
825,Re: Looks Like Someone Thinks the Democrats in Ohio Are Full of Manure,1
826,"Syrian War Report – November 14, 2016: Govt Forces to Relaunch Offensive Operations inside and outside Aleppo",1
827,Mystery solved! So THIS is what gets Hillary Clinton to get movin’ – twitchy.com,1
828,Senate Narrowly Passes Rollback of Obama-Era ‘Auto-I.R.A.’ Rule - The New York Times,0
829,"In Cramped and Costly Bay Area, Cries to Build, Baby, Build - The New York Times",0
830,"Championing Optimism, Obama Hails Clinton as His Political Heir - The New York Times",0
831,Fiona Apple Releases a Trump Protest Chant - The New York Times,0
832,Susan Rice: U.S. Must Integrate LGBT Rights into Gov’t and Foreign Policy,1
833,Trump Organization Moves to Avoid Possible Conflicts of Interest - The New York Times,0
834,Sweden on the Brink? Police Force Pushed to Breaking Point by Violence amid Migrant Influx,1
835,Comment on Hemp vs Cotton: The Ultimate Showdown by Hemp: Readdressing Cannabis – kuebiko.co,1
836,"Jared Kushner, Trump’s Son-in-Law, Is Cleared to Serve as Adviser - The New York Times",0
837,"Fisherman Faces Life in Prison for Catching $500,000 Worth of Cocaine and Selling It - Breitbart",0
838,Stepping Out of the Ring While Rolling With the Punches - The New York Times,0
839,"Adnan Syed, of ‘Serial’ Podcast, Gets a Retrial in Murder Case - The New York Times",0
840,NYT Admits Key Al Qaeda Role in Aleppo,1
841,Scientists say weird signals from space are 'probably' aliens,1
842,U.S. Swimmers’ Disputed Robbery Claim Fuels Tension in Brazil - The New York Times,0
843,5 Ways to Take a Self-Care Vacation - The New York Times,0
844,370 Economists Sign Letter Urging America Not To Vote For Donald Trump,1
845,"Campaigns Are Long, Expensive and Chaotic. Maybe That’s a Good Thing. - The New York Times",0
846,‘Alien Megastructure’ Star Targeted by $100 Million SETI Search,1
847,,1
848,Brazen Killing of Myanmar Lawyer Came After He Sparred With Military - The New York Times,0
849,,1
850,Jane Pauley Is Back — Again - The New York Times,0
851,"People Power! Natives declare treaty rights, police admit defeat - cite lack of 'manpower' to remove DAPL protesters",1
852,Deutsche Bank Considering Alternatives To Paying Cash Bonus,1
853,All of “Danny Dyer’s Football Foul Ups” DVD in 90 seconds,1
854,Lack of Oxford Comma Could Cost Maine Company Millions in Overtime Dispute - The New York Times,0
855,European Parliament Committee Considering Legal Rights for Robots - Breitbart,0
856,"Rex Tillerson, an Aggressive Dealmaker Whose Ties With Russia May Prompt Scrutiny - The New York Times",0
857,NOT OVER: FBI To Conduct New Investigation Of Emails From Clinton’s Private Illegal Server,1
858,Hearts & Mines: The US Empire’s Culture Industry,1
859,"REPORT: Megyn Trashes Trump, Newt… Then Murdoch Announces Replacements Are Available",1
860,Russian scientists will track sea lions from space,1
861,"By Seizing the Definition of ‘Populism,’ Reuters Warns Us of Chaos to Come",1
862,Seaworthy and Ready for an Early Unveiling - The New York Times,0
863,Donald Trump Adds K.T. McFarland to His National Security Team - The New York Times,0
864,Snowstorm Brings Wintry Mix of Slush and Gripes - The New York Times,0
865,"Republicans, Wilders, Tillerson: Your Thursday Evening Briefing - The New York Times",0
866,Review: Bryan Cranston Shines as Lyndon Johnson in ‘All the Way’ - The New York Times,0
867,Samsung Urges Consumers to Stop Using Galaxy Note 7s After Battery Fires - The New York Times,0
868,Election Result Discussion For The 2016 Presidential Election (Open Thread),1
869,AG Lynch told FBI Director Comey NOT to go public with the new Clinton email investigation,1
870,VIDEO : Epic Loser Weiner Says He Downloaded ALL OF HUMA’S EMAILS By “ACCIDENT” – TruthFeed,1
871,“Donald Trump And The Rise Of White Identity In Politics”,1
872,GUEST POST: Why I’m Exceptional & Indispensable – by Hillary Clinton - Rob Slane,1
873,"Red, Blue and Divided: Six Views of America - The New York Times",0
874,France Identifies 2nd Man Who Attacked Church and Killed Priest - The New York Times,0
875,DREAMers Arrested in Nationwide Gang Crackdown,0
876,Maxine Waters: American Public ’Getting Weary’ That Trump Not Impeached Yet - Breitbart,0
877,WWN’s Horoscopes,1
878,Deported Italian Mobster Caught Sneaking Across U.S.-Mexico Border,0
879,Leaked Audio: Hillary Clinton Pushed “Rigging” Palestine Elections in 2006,1
880,How the Iranian-Saudi Proxy Struggle Tore Apart the Middle East - The New York Times,0
881,Lavrov and Kerry discuss Syrian settlement,1
882,"L'influence des USA et de l'Otan dans les rapports de l’UE avec la Chine, Manlio Dinucci",1
883,Monica`s Stained Blue Dress Back in the news,1
884,The MSM's twisted war language: Our 'sieges' and theirs,1
885,Open Borders Groups Gird for H-1B Fights,0
886,Report: Things Finally As Bad As Trump Claims - The Onion - America's Finest News Source,1
887,‘Trump Unveiled’ Reveals the Big Con of Donald Trump’s Presidential Run,1
888,Will WeinerGate Expose Darker and Dirtier Secrets Than We Imagined?,1
889,Wallonia caves in? Belgium reaches secret EU-Canada trade deal compromise,1
890,Trump’s election breaks chains of political correctness,1
891,"WhiteHouse.gov Takes Down Climate Page, Puts Up ’America First’ Energy Plan - Breitbart",0
892,Iran Warns President-Elect Trump Not To Mess With Their Sweetheart Nuclear Deal From Obama,1
893,Tony Perkins: Trump EO Re-Affirms Jefferson’s Doctrine of Separation of Church and State,0
894,The Moon that Fell from Heaven,1
895,‘Mom’ Stars Launch Campaign for Planned Parenthood,0
896,"Assad’s Lesson From Aleppo: Force Works, With Few Consequences - The New York Times",0
897,"Pence: Bossert and Bannon Weren’t Demoted, Both Will ’Continue to Play Important Policy Roles’ - Breitbart",0
898,Bundy Ranch occupiers acquitted on all counts after challenging the corrupt Bureau of Land Management,1
899,Report: Google Faces Fine of up to $9 Billion in EU Antitrust Case - Breitbart,0
900,Don’t ask Thom Yorke to write a cover quote for your book,1
901,Internet Flasher,1
902,Gretchen Carlson Suit Aims at Retaliation Over Discrimination - The New York Times,0
903,Google Launches AI Program to Detect ’Hate Speech’ - Breitbart,0
904,Why Polls Showing Hillary in The Lead Are Useless And Misleading [CARTOON],1
905,Why Last-Second Lane Mergers Are Good for Traffic - The New York Times,0
906,"In Macau, Skipping the Casinos, but Embracing the Past - The New York Times",0
907,"In Montreal, an Ungainly and Unloved Christmas Tree - The New York Times",0
908,"Photos of Jupiter From NASA Spacecraft, Both Near and Far - The New York Times",0
909,"Trump’s Labor Pick, Andrew Puzder, Is Critic of Minimum Wage Increases - The New York Times",0
910,Nico Rosberg Takes Formula One Drivers’ Title Despite Lewis Hamilton’s Win in Abu Dhabi - The New York Times,0
911,What a Sensory Isolation Tank Taught Me About My Brain - The New York Times,0
912,Chelsea Handler Botches Tweet Attacking Trump’s Grandchild,0
913,Report: Trump Moves to Own Tax Reform Plan Without Speaker Paul Ryan - Breitbart,0
914,,1
915,AG Jeff Sessions Unveils Program to Accelerate Deportation of Imprisoned Illegals - Breitbart,0
916,Former US Attorney for DC: New Hillary Email Probe Was Result of ‘Revolt’ Inside FBI,1
917,How Keeping Up Appearances Ruined a Former Dallas Banker - The New York Times,0
918,Sesame Seeds for Knee Osteoarthritis,1
919,How White Cops Interact with Blacks in Real Life,1
920,Pennsylvania Republican Pushing Ban on Private Gun Sales - Breitbart,0
921,"Review: In ‘Warcraft,’ Orcs of a Different Domain, Fighting With Heart - The New York Times",0
922,When Good People Share Bad Info — Here’s Why You Need to Fact Check Before You Click Share,1
923,"For Those Who Have It All, Charitable Wedding Registries - The New York Times",0
924,THIS IS IT: NYPD Just Raided Hillary’s Property! What They Found Will RUIN HER LIFE • USA Newsflash,1
925,Feinstein: Gorsuch’s ’Originalist’ Doctrine ’Really Troubling’ - Originalism Would Have Allowed Segregation - Breitbart,0
926,Confrontations Flare as Obama’s Traveling Party Reaches China - The New York Times,0
927,3 Reasons Why You Should Apply For A Job In The Trump Administration,1
928,Police truncheon anyone calling for Orgreave inquiry,1
929,And You Thought the Silver Market was Rigged!,1
930,UNSC Members Fail to Agree on New Zealand Draft Resolution on Aleppo,1
931,Can You Hear Agnes Martin’s Serenity in John Zorn’s Frenzied Music? - The New York Times,0
932,MUST SEE! “Welcome to the family.” Why so many Hispanic-Americans are voting for Donald Trump,1
933,"Iraqi Forces Enter Western Mosul, in Fierce Battle Against ISIS - The New York Times",0
934,Europeans have no future - Putin on Migrant Crisis [Video],1
935,"In Rolling Stone Defamation Case, Magazine and Reporter Ordered to Pay $3 Million - The New York Times",0
936,Hillary is Sick & Tired of Suffering from Weiner Backup,1
937,"Taiwan, Italy, Joe McKnight: Your Friday Evening Briefing - The New York Times",0
938,"Shiite militia says it is close to Tal Afar, which Turkey has warned is off limits",1
939,,1
940,Brother of Clinton’s Campaign Chair is an Active Foreign Agent on the Saudi Arabian Payroll,1
941,‘We Must Fight Them’: Trump Goes After Conservatives of Freedom Caucus - The New York Times,0
942,"ISIS Kidnaps, Kills at Least 30 Civilians in Afghanistan",1
943,Holding Hillary Accountable,1
944,BREAKING : TED CRUZ CALLS FOR SPECIAL PROSECUTOR TO INVESTIGATE HILLARY – TruthFeed,1
945,"Spared by Gunman in Charleston, Churchgoer Describes Night of Terror - The New York Times",0
946,War on Saturated Fats Has Harmed People in Poor Countries Who Shunned Traditional Fats Like Coconut Oil,1
947,"Democrats, With Garland on Mind, Mobilize for Supreme Court Fight - The New York Times",0
948,Comment on 4 of the Best Kinds of Milk That Aren’t Dairy by 4 of the Best Kinds of Milk That Aren’t Dairy – Collective Evolution | APG Editorial,1
949,"Harry Reid BLASTS Comey For Misconduct, Drops Bombshell: FBI Is Sitting On Russian-Trump Info",1
950,"NATIONAL REVIEW, Conservatism Inc., Plan To Cave EVEN MORE On Immigration!",1
951,[WATCH] Thug Calls US Marine a “Pussy” – Barely Lives to Tell the Tale,1
952,Will the next US president be a psycho lesbian? (plus 2 breaking news videos),1
953,Critics See Efforts by Counties and Towns to Purge Minority Voters From Rolls - The New York Times,0
954,"Your Evening Briefing: Hillary Clinton, Donald Trump, Cultural Revolution - The New York Times",0
955,,1
956,Indiana Parents Lose Their Baby and 2 Years of Their Lives in Jail for “Abuse” They Say Never Happened,1
957,The Rolling Stones Paint It Blue on Their New Album - The New York Times,0
958,Uber Extends an Olive Branch to Local Governments: Its Data - The New York Times,0
959,"Wilders: Put Dutch First, Not ’Brussels, Africa and Asylum Seekers’",0
960,Donald Trump: Good Education ‘Enriches Both the Mind and the Soul’,0
961,Watch: Brad Pitt Plays Afghanistan War General in ’War Machine’ Teaser - Breitbart,0
962,Two Powerful Earthquakes Strike Central Italy,1
963,Indoor Gardening Made Easy: The Nutritower!,1
964,Elizabeth Warren Defines Sleazy Hypocrisy,1
965,Rush Limbaugh: O’Reilly Departure Was Not ’Natural’ - It was a ’Campaign’ - Breitbart,0
966,Budgies demand to be released from weird people’s homes,1
967,"Museum Trustee, a Trump Donor, Supports Groups That Deny Climate Change - The New York Times",0
968,Cecile Richards Credits Planned Parenthood Supporters with Stopping AHCA - Breitbart,0
969,When They Switch the Chip On You Won’t Know Who You Are Anymore,1
970,U.S. Concedes $400 Million Payment to Iran Was Delayed as Prisoner ‘Leverage’ - The New York Times,0
971,,1
972,Australia Says It Foiled a Terrorist Plot - The New York Times,0
973,Oroville Dam: State and Federal Government Share Blame,0
974,The Daily Traditionalist: Jeff Schoep and the NSM,1
975,Michael Moore: Joe Blow Will Vote Trump As “Ultimate F–– You to the Elite… A Human Molotov Cocktail”,1
976,Jaguars Owner Shahid Khan Opposes Trump’s Immigration Ban - The New York Times,0
977,This anti-Trump advert on the side of a bus is really visually clever and you have to see it in motion,1
978,"A Piano Man of Many Faces, and Some Stranger Stories - The New York Times",0
979,"250,000 More Tickets to Be Released for ‘Harry Potter and the Cursed Child’ - The New York Times",0
980,FBI Visits Man at His Home After He Films US Postal Distribution Center,1
981,Hispanic Crowd Boos Marco Rubio off Stage,1
982,Fired TV Reporter: I’ve Received Thousands of ’Sexual and Violent’ Threats,0
983,Detained Illegal Aliens End 3-Day Hunger Strike,0
984,"US, Russia to Meet to Discuss Intermediate Nuclear Forces Treaty - Alex Gorka",1
985,"Breaking Silence, Officer Testifies About Killing of Walter Scott - The New York Times",0
986,The Onion’s Special Coverage Of Election Day 2016 - The Onion - America's Finest News Source,1
987,Illegal Immigrant Allegedly Kills for Parking Spot,0
988,Writing with pen and paper hailed as latest twatty show-off thing to do,1
989,President Trump Honors Little Sisters of the Poor on First White House Nat’l Day of Prayer in Years - Breitbart,0
990,Hillary Clinton Supporters Now Calling for a Recount of Votes in Battleground States,1
991,HBO Scraps Jon Stewart Animated Comedy Series,0
992,Sentencing for Murderer of Rare Book Dealer,1
993,The Latest Stock Market and Investing Books | Financial Markets,1
994,Fashion Industry CEO: Supporting Planned Parenthood Is a ‘Civic Responsibility’,0
995,"Anti-Trump protests are paid and staged, Craigslist reveals",1
996,"Men, Is Exercise Putting a Damper on Your Sex Life? - The New York Times",0
997,Baking Soda & Coconut Oil Can Kill Cancer: Eye-Opening Evidence,1
998,Saudi Arabia announces date certain for the application of VAT,1
999,"Trump, Citing No Evidence, Suggests Susan Rice Committed Crime - The New York Times",0
